sample	num_seqs	sum_len	min_len	avg_len	max_len	N50	N50_num	GC(%)	nReads	Shannon index	Viral_Count	Viral_Min_len	Viral_Max_len	Viral_Mean_len	Viral_Total_len	Viral_N50_len	Continent	Country
CNS0178677	1074894	922127811	200	857.9	245819	1072	13190	42.57	186763276	5.79619	2096	5003	245819	12356.97	25900215	14038	Asia	China
CNS0178678	1245349	1095328967	200	879.5	332816	1115	13480	41.31	238335706	6.40028	2131	5000	257946	13621.43	29027269	16733	Asia	China
CNS0178679	680855	567437841	200	833.4	429108	1011	10229	42.78	152014679	5.7761	1380	5000	169681	13023.11	17971894	15712	Asia	China
CNS0178680	1084122	909234619	200	838.7	429854	1039	12461	42.72	190607342	6.18614	1837	5001	220743	13008.8	23897164	15419	Asia	China
CNS0178681	897609	776462287	200	865.0	253971	1080	12291	41.77	171143120	6.22716	1690	5000	218692	12944.5	21876197	15620	Asia	China
CNS0178682	881898	748787127	200	849.1	317059	1048	11058	39.66	144800764	5.96769	1260	5000	181046	12369.56	15585651	14851	Asia	China
CNS0178683	619043	620584895	200	1002.5	568868	1565	12054	41.15	190594712	5.43068	1373	5000	129401	14039.29	19275946	18147	Asia	China
CNS0178684	1072697	890674028	200	830.3	428906	1012	11953	44.55	187063086	6.37082	1825	5000	264896	13154.07	24006174	16304	Asia	China
CNS0178685	695491	639603547	200	919.6	345501	1195	11557	40.22	151973254	5.76851	971	5001	126929	13201.65	12818801	15992	Asia	China
CNS0178686	878892	783200116	200	891.1	332948	1153	12314	42.08	161857421	5.07858	1520	5001	174340	14443.8	21954582	18289	Asia	China
CNS0178687	690013	606336393	200	878.7	429118	1098	10763	42.27	167631288	5.43254	1314	5000	287143	14360.44	18869624	19467	Asia	China
CNS0178688	741387	606761591	200	818.4	387037	973	10149	41.28	156103208	6.06388	1378	5001	223587	12704.5	17506795	15779	Asia	China
CNS0178689	1018280	877871959	200	862.1	718339	1068	12243	44.05	167774024	5.94521	1754	5002	246903	12527.18	21972668	14852	Asia	China
CNS0178690	1194472	1032784049	200	864.6	359565	1076	13699	44.26	229657417	5.74907	2070	5003	246906	13701.62	28362356	18087	Asia	China
CNS0178691	1101161	955020913	200	867.3	351638	1077	13043	41.56	189635479	6.04932	1305	5000	195358	13350.36	17422218	17011	Asia	China
CNS0178692	804150	662736646	200	824.1	821028	984	10267	38.77	147413307	5.63041	1115	5006	255170	12670.97	14128135	15284	Asia	China
CNS0178693	791705	663324725	200	837.8	188935	1030	10804	40.47	164683572	5.71133	1791	5000	182525	12616.55	22596235	15029	Asia	China
CNS0178694	725400	646803596	200	891.7	436469	1166	11287	42.56	161790311	5.18794	1178	5011	245731	12895.63	15191047	15548	Asia	China
CNS0178695	1168091	976311620	200	835.8	429126	996	12676	43.65	168246775	5.90793	1340	5006	275965	13007.37	17429871	15547	Asia	China
CNS0178696	757637	658714048	200	869.4	561997	1068	10969	41.65	167796519	5.16354	1435	5001	154224	12552.53	18012877	14859	Asia	China
CNS0178697	643657	607764953	200	944.2	360887	1294	11488	43.41	149128289	5.63976	1060	5000	231666	13032.0	13813924	15673	Asia	China
CNS0178698	1052684	895404666	200	850.6	341716	1035	12277	42.09	181693265	5.10283	1151	5000	235413	11979.2	13788057	13505	Asia	China
CNS0178699	639233	542640720	200	848.9	429802	1015	10198	41.61	145883903	5.2246	831	5001	165367	13641.09	11335743	17622	Asia	China
CNS0178700	547454	458441544	200	837.4	337575	1002	9085	41.19	148599144	5.15097	546	5009	252543	13646.86	7451187	18449	Asia	China
CNS0178701	706070	621610428	200	880.4	249907	1194	11210	43.45	171919977	5.25751	1007	5001	143245	13938.2	14035770	18399	Asia	China
CNS0178702	723559	663102869	200	916.4	510108	1267	11981	41.38	174984094	5.78102	1156	5002	510108	13370.0	15455721	16550	Asia	China
CNS0178703	1253529	1096265621	200	874.5	428999	1104	14025	44.79	242665544	5.90448	1364	5000	331684	14332.07	19548945	19173	Asia	China
CNS0178704	1042645	882837977	200	846.7	358446	1047	12551	43.19	179728246	5.52559	1660	5000	291926	13304.53	22085515	16934	Asia	China
CNS0178705	908102	794534350	200	874.9	265434	1114	11902	43.24	164389900	5.49482	1732	5000	265434	13625.06	23598600	17143	Asia	China
CNS0178706	1737399	1517241152	200	873.3	326869	1089	15672	42.47	305388324	5.88488	2646	5000	214031	12585.3	33300716	14583	Asia	China
CNS0178707	895708	774135390	200	864.3	286220	1109	11878	45.02	162889213	5.13736	1556	5001	286220	13195.57	20532306	16344	Asia	China
CNS0178708	1336292	1205770247	200	902.3	293866	1176	15131	42.55	304916192	6.07577	1834	5001	293866	14205.08	26052116	19272	Asia	China
CNS0178709	611628	560384276	200	916.2	323122	1210	10759	42.61	190269623	4.3949	539	5012	145861	12643.88	6815054	15560	Asia	China
CNS0178710	778292	705361796	200	906.3	594290	1163	12059	40.8	169031089	5.4759	839	5002	241530	13055.58	10953629	16450	Asia	China
CNS0178711	920045	778632286	200	846.3	288440	1034	11835	41.7	161283580	5.154	1796	5000	166862	12508.71	22465645	14893	Asia	China
CNS0178712	958852	861366449	200	898.3	426042	1179	13053	41.49	173210495	5.98613	1453	5000	159690	12547.27	18231182	15185	Asia	China
CNS0178713	1221719	950119538	200	777.7	278620	877	11158	43.18	154833633	6.09221	1485	5004	278620	12042.36	17882909	13710	Asia	China
CNS0178714	804481	666133244	200	828.0	201802	984	10841	40.81	151624891	5.88559	1408	5002	168029	12772.87	17984206	15186	Asia	China
CNS0178715	783455	720712092	200	919.9	351030	1279	12546	43.46	192702134	5.94371	1574	5002	246039	14397.52	22661690	19364	Asia	China
CNS0178716	838032	650521800	200	776.2	250802	889	9907	44.0	188182279	5.41734	1184	5000	126434	12633.53	14958104	15625	Asia	China
CNS0178717	654422	629080623	200	961.3	201457	1376	11760	39.95	173482778	5.29455	1458	5003	166879	13101.78	19102393	16372	Asia	China
CNS0178718	767254	676082480	200	881.2	506524	1126	11912	43.73	184038831	5.47762	873	5000	506524	12711.98	11097561	15562	Asia	China
CNS0178719	695060	618495236	200	889.8	352174	1179	11652	46.77	243319460	5.0203	753	5012	165897	12667.9	9538927	15024	Asia	China
CNS0178720	573990	481736782	200	839.3	229814	1016	9282	39.33	151685130	5.67692	1406	5000	228716	12464.56	17525169	14290	Asia	China
CNS0178721	1134586	967202276	200	852.5	428916	1038	12528	42.57	175493617	5.54364	1137	5003	134429	12539.84	14257795	14602	Asia	China
CNS0178722	517505	415202638	200	802.3	211083	927	8748	35.99	162587371	4.69028	1564	5000	211083	12996.56	20326627	15718	Asia	China
CNS0178723	981048	898516686	200	915.9	323112	1214	12956	40.38	165700813	5.89422	1136	5000	274646	13541.03	15382611	17175	Asia	China
CNS0178724	1289252	1158420912	200	898.5	378315	1162	14036	42.96	256080824	6.28325	1524	5005	378315	13629.33	20771094	17316	Asia	China
CNS0178725	651077	597444720	200	917.6	337749	1208	10759	39.4	159528138	5.30101	768	5000	147693	12975.43	9965133	15793	Asia	China
CNS0178726	1525105	1277581137	200	837.7	323976	1103	14440	43.14	219952268	6.19322	1959	5001	218194	12299.65	24095007	14058	Asia	China
CNS0178727	632086	548083666	200	867.1	217935	1122	10514	38.58	157772000	5.1408	1032	5004	103661	12789.62	13198890	16118	Asia	China
CNS0178728	780601	668316362	200	856.2	237080	1075	11315	41.86	162426797	5.26953	838	5010	98132	11277.78	9450777	12342	Asia	China
CNS0178729	299933	240990747	200	803.5	498584	968	6993	38.51	135040574	4.81439	511	5003	97552	11827.86	6044036	12917	Asia	China
CNS0178730	926435	804644257	200	868.5	410704	1078	12517	44.32	168268263	6.03562	1219	5002	123346	12215.18	14890300	14223	Asia	China
CNS0178731	818638	683128893	200	834.5	283054	1007	10866	43.3	144452904	5.55097	1232	5002	117891	11745.83	14470863	13225	Asia	China
CNS0178732	1085074	959105951	200	883.9	430351	1113	12968	45.51	192593007	5.00339	1303	5005	301420	13370.74	17422080	16402	Asia	China
CNS0178734	787237	731454661	200	929.1	428925	1290	12511	41.58	189917707	5.65464	993	5001	155909	13754.6	13658319	18879	Asia	China
CNS0178735	1071161	913443170	200	852.8	297898	1088	13096	42.59	209155840	5.81023	1610	5009	155638	12196.17	19635837	13298	Asia	China
CNS0178736	1005929	840632914	200	835.7	465748	1042	12064	41.1	156558754	5.61933	1452	5000	465748	12104.3	17575450	13592	Asia	China
CNS0178737	943767	847092208	200	897.6	767772	1151	12983	43.71	182552121	5.6838	1030	5001	146150	12171.72	12536871	14338	Asia	China
CNS0178738	1423218	1303687354	200	916.0	323178	1200	16345	42.97	374425335	6.12385	1864	5003	179569	12975.77	24186832	15615	Asia	China
CNS0178739	890010	788041087	200	885.4	505618	1133	12225	39.41	174475747	5.96303	1588	5003	217734	13040.88	20708916	15638	Asia	China
CNS0178740	1011207	822515017	200	813.4	211605	971	11076	40.87	175646804	5.58239	1468	5000	135660	12731.18	18689375	15851	Asia	China
CNS0178741	860181	711680056	200	827.4	263994	1026	11265	44.98	152094771	5.70541	1096	5004	263994	12345.42	13530576	14265	Asia	China
CNS0178742	835949	708170591	200	847.1	306400	1027	10991	42.67	146845567	4.9473	674	5004	306400	12776.84	8611589	15252	Asia	China
CNS0178743	632332	513374772	200	811.9	218802	950	9255	43.69	143199805	5.08399	813	5003	190791	12968.78	10543618	15665	Asia	China
CNS0178744	848711	703369153	200	828.7	201762	986	10921	40.19	135863311	5.67369	1143	5000	162683	12465.79	14248394	15025	Asia	China
CNS0178745	770630	692201438	200	898.2	234650	1194	11799	39.51	175233200	5.59084	1953	5000	132962	11766.53	22980028	13363	Asia	China
CNS0178746	566153	508770294	200	898.6	428857	1198	10405	43.27	184059968	5.68358	960	5000	157214	13552.1	13010018	17342	Asia	China
CNS0178747	678460	621899247	200	916.6	428932	1256	11733	41.58	164475526	5.32737	791	5001	115855	12284.38	9716942	14603	Asia	China
CNS0178748	878031	794230073	200	904.6	519872	1172	12412	41.85	164718891	5.60548	1027	5002	142335	11838.37	12158009	13900	Asia	China
CNS0178749	838516	749194729	200	893.5	336977	1161	12285	42.06	162554495	5.60923	841	5001	155340	11987.68	10081636	13780	Asia	China
CNS0178750	1417282	1210593054	200	854.2	553991	1058	14506	45.06	296087784	5.93362	1910	5000	172618	12539.33	23950111	14220	Asia	China
CNS0178751	846351	775106004	200	915.8	217640	1202	12158	40.76	161487386	5.78211	1486	5000	159161	13570.7	20166067	16753	Asia	China
CNS0178752	756702	683272188	200	903.0	307215	1234	12168	43.36	190637899	4.74849	690	5010	192668	13020.7	8984286	16082	Asia	China
CNS0178753	849281	704940293	200	830.0	306211	1003	10803	41.86	140919980	6.23231	1570	5001	234245	13819.01	21695841	17858	Asia	China
CNS0178754	708163	630999618	200	891.0	244088	1122	10992	40.4	136556404	5.42452	1022	5003	137602	12340.68	12612180	14445	Asia	China
CNS0178755	1375823	1173905488	200	853.2	416754	1039	14324	43.35	260170572	6.21985	2215	5001	416754	13456.14	29805345	16880	Asia	China
CNS0178756	853071	720803067	200	845.0	633726	1013	10921	43.15	147668118	5.32431	883	5000	219050	14127.39	12474486	19409	Asia	China
CNS0178757	701194	610736654	200	871.0	357776	1067	10880	39.22	145554266	5.2335	1291	5016	357776	14809.81	19119469	20737	Asia	China
CNS0178758	1315251	1250230207	200	950.6	416720	1328	15919	44.42	317352686	6.47472	3006	5002	416720	13661.23	41065658	17462	Asia	China
CNS0178759	1555408	1359432576	200	874.0	345882	1079	15659	41.95	312595024	5.84097	2264	5001	248960	12852.51	29098077	15624	Asia	China
CNS0178760	1111773	898075968	200	807.8	349553	1050	12616	40.19	216687468	6.26649	2339	5000	349553	12247.74	28647467	14462	Asia	China
CNS0178761	801124	723209095	200	902.7	263996	1190	11595	45.86	131772645	5.8132	908	5004	172610	13488.26	12247339	17299	Asia	China
CNS0178762	1408974	1289629353	200	915.3	329207	1235	15209	45.64	338068004	6.52349	3949	5000	329207	14881.93	58768753	20847	Asia	China
CNS0178763	1041160	846432286	200	813.0	268620	945	11485	43.09	176915228	5.06886	982	5003	206399	12801.26	12570839	16057	Asia	China
CNS0178764	750205	697091591	200	929.2	486221	1240	12078	39.45	168843242	6.09921	2113	5000	233907	15117.45	31943162	21490	Asia	China
CNS0178765	729599	673192509	200	922.7	421084	1241	12291	40.27	163539512	5.55923	1098	5003	212381	14154.98	15542173	18690	Asia	China
CNS0178766	759654	705367980	200	928.5	375802	1277	12619	39.71	165261765	5.46572	1301	5004	179705	14013.52	18231584	19099	Asia	China
CNS0178767	709794	624729466	200	880.2	332948	1133	11265	45.69	156624331	5.87668	1151	5000	191916	13535.41	15579262	17150	Asia	China
CNS0178768	1050784	885102744	200	842.3	408791	1050	11996	39.37	186233462	4.79932	1913	5001	408791	13824.74	26446734	16929	Asia	China
CNS0178769	1494615	1225488975	200	819.9	372146	1063	14119	43.53	215437672	6.91665	3614	5001	341454	13657.35	49357656	16977	Asia	China
CNS0178770	886971	700706172	200	790.0	233931	921	10101	45.03	152168122	5.65142	1737	5000	233931	13635.29	23684497	17100	Asia	China
CNS0178771	1543351	1286697669	200	833.7	363643	1037	13914	47.38	263693830	6.13059	2528	5000	272377	12983.54	32822401	15703	Asia	China
CNS0178772	1030870	924742111	200	897.1	764752	1202	13670	43.76	240726663	5.79999	2083	5001	156833	13024.94	27130953	15925	Asia	China
CNS0178773	1059735	922828051	200	870.8	286521	1083	12926	42.15	180997859	5.3643	1063	5000	286521	12228.03	12998392	14092	Asia	China
CNS0178774	1006625	818792113	200	813.4	207066	964	11016	43.73	157768200	5.54922	1793	5000	207066	12484.81	22385273	14380	Asia	China
CNS0178775	1516649	1220951841	200	805.0	429068	1008	13842	43.58	204984057	6.1687	2393	5001	245356	12293.4	29418117	14425	Asia	China
CNS0178776	981194	802681223	200	818.1	274896	965	11588	43.5	173749449	5.27299	931	5002	163328	12491.58	11629663	14572	Asia	China
CNS0178777	1043028	871075154	200	835.1	271624	1046	12691	44.47	184781212	5.99107	1497	5001	213450	12640.03	18922126	14966	Asia	China
CNS0178778	1479034	1249774495	200	845.0	561464	1054	13798	44.67	269401420	6.32929	2934	5001	248289	13544.44	39739378	17120	Asia	China
CNS0178779	1494171	1272633411	200	851.7	261314	1082	13754	43.89	299213964	6.16755	2856	5001	261314	14069.23	40181729	18840	Asia	China
CNS0178780	750668	668546881	200	890.6	290418	1185	11668	42.34	174081559	5.86105	1120	5000	271495	14253.45	15963864	18565	Asia	China
CNS0178781	982345	819734210	200	834.5	232591	1009	11778	43.98	184335462	6.40631	1436	5000	103014	12531.7	17995524	14364	Asia	China
CNS0178782	1257216	1057751864	200	841.3	452906	1110	13560	43.62	187605733	6.28302	2155	5000	284657	13153.27	28345307	16151	Asia	China
CNS0178783	1337297	1073272029	200	802.6	414900	939	12400	43.86	199912751	6.27232	2017	5002	324434	13190.33	26604905	16266	Asia	China
CNS0178784	1279699	1145458277	200	895.1	544012	1168	14469	45.0	267825383	6.32348	3158	5000	544012	13655.88	43125267	16609	Asia	China
CNS0178785	876200	803909567	200	917.5	368512	1206	12762	41.11	201179973	5.63238	1001	5000	104842	13101.74	13114846	16097	Asia	China
CNS0178786	1061323	950832641	200	895.9	242113	1135	13801	40.62	252116594	5.49009	1322	5001	156990	13511.71	17862480	18176	Asia	China
CNS0178787	1060130	868517865	200	819.3	428984	1049	12496	43.97	194232593	5.67798	1228	5004	198284	12708.33	15605829	15727	Asia	China
CNS0178788	1123852	908324858	200	808.2	335742	968	12348	42.25	194662652	5.85115	1522	5000	148591	12260.35	18660257	13871	Asia	China
CNS0178789	1100054	944597285	200	858.7	276730	1071	12298	39.42	217536085	6.18133	1561	5000	276730	13288.87	20743925	15751	Asia	China
CNS0178790	752014	632190202	200	840.7	301465	1017	10749	41.72	151174059	5.64215	965	5001	243734	13126.74	12667305	15844	Asia	China
CNS0178791	1005110	828075067	200	823.9	219864	1035	12227	43.7	173800332	6.00628	1102	5006	128326	12719.43	14016810	14549	Asia	China
CNS0178792	1287858	1099483163	200	853.7	429460	1044	13330	43.02	232826619	5.77328	1594	5001	145364	12801.81	20406082	15008	Asia	China
CNS0178793	1454715	1172480678	200	806.0	458024	1149	15319	45.4	237003876	6.20144	2165	5001	242857	14040.36	30397371	18984	Asia	China
CNS0178794	1703384	1470814705	200	863.5	272844	1102	15825	44.76	324813424	6.0741	2077	5001	272844	12633.39	26239557	14955	Asia	China
CNS0178795	1081494	892056350	200	824.8	322943	984	11764	43.9	158619228	5.56156	1365	5000	147754	13315.69	18175922	16360	Asia	China
CNS0178796	692692	594964092	200	858.9	428863	1069	10912	44.54	165985893	5.38038	690	5001	190909	12789.16	8824519	14733	Asia	China
CNS0178797	882149	810536756	200	918.8	269503	1192	13022	40.22	156956978	5.752	1060	5000	165753	14252.77	15107933	18663	Asia	China
CNS0178798	546182	494449339	200	905.3	340217	1180	10110	41.76	147750659	5.70001	979	5008	164264	12774.46	12506192	14902	Asia	China
CNS0178800	1063745	954152398	200	897.0	292212	1171	13491	41.58	192637110	5.84164	1185	5007	185561	14250.69	16887071	20195	Asia	China
CNS0178801	760539	709553815	200	933.0	733502	1292	11793	43.84	174604784	5.8265	2059	5000	247324	13473.95	27742863	17520	Asia	China
CNS0178802	1100639	873229209	200	793.4	246068	950	11566	43.95	168261262	5.97822	1610	5002	189101	12893.51	20758551	15553	Asia	China
CNS0178803	1141479	926494602	200	811.7	254631	982	12301	43.02	186045402	6.08779	1505	5000	160831	12615.05	18985653	15105	Asia	China
CNS0178804	985803	881156802	200	893.8	205710	1196	13138	42.98	162876400	5.92748	1395	5001	117804	11664.32	16271733	13282	Asia	China
CNS0178805	1142123	981604871	200	859.5	417436	1075	13196	45.06	230280120	6.29742	1684	5005	417436	12629.58	21268216	14496	Asia	China
CNS0178806	872441	798654456	200	915.4	370141	1274	12970	44.5	182534150	5.9718	1530	5001	370141	14078.68	21540385	18440	Asia	China
CNS0178807	899347	836992543	200	930.7	303810	1233	13120	44.58	169088191	5.92415	926	5000	190909	13447.63	12452505	16373	Asia	China
CNS0178808	1153201	1071635800	200	929.3	349231	1243	14896	41.49	307457862	4.35638	2613	5001	212451	13558.39	35428064	17083	Asia	China
CNS0178809	894861	772392975	200	863.1	429036	1064	11604	41.85	152757799	5.33947	1028	5001	213833	13939.52	14329822	17748	Asia	China
CNS0178811	1017799	885822636	200	870.3	298000	1106	12694	41.85	269997361	5.95235	2563	5000	225378	14402.67	36914045	19258	Asia	China
CNS0178812	1117608	952888991	200	852.6	638460	1097	12871	45.48	161423878	5.82839	1188	5001	244921	11816.27	14037724	13570	Asia	China
CNS0178813	821006	687111956	200	836.9	162461	1020	10929	41.18	165032080	4.5077	1448	5003	162461	12167.86	17619059	13714	Asia	China
CNS0178814	1003413	853597715	200	850.7	206155	1074	12752	43.59	167441452	6.2575	1462	5001	206155	12649.43	18493465	15230	Asia	China
CNS0178815	927856	787411086	200	848.6	428917	1075	11885	43.3	144725748	5.62309	849	5000	165010	12299.31	10442118	14536	Asia	China
CNS0178816	1689791	1444042151	200	854.6	323224	1062	15742	43.9	324413324	5.786	1669	5003	286585	12488.6	20843475	14439	Asia	China
CNS0178817	919433	809743219	200	880.7	658211	1113	11858	43.69	152353885	5.61319	857	5002	241570	13473.25	11546571	17351	Asia	China
CNS0178818	796405	749036935	200	940.5	530482	1300	12751	42.8	176024598	5.98376	1477	5003	245063	13635.55	20139706	17786	Asia	China
CNS0178819	919162	800753960	200	871.2	312643	1105	12343	40.76	186455428	6.31258	2597	5003	163027	13052.34	33896918	15682	Asia	China
CNS0178820	1034483	929266818	200	898.3	262514	1182	13444	43.26	172942920	6.15762	1672	5000	209590	12264.11	20505591	14355	Asia	China
CNS0178821	782942	708648543	200	905.1	337738	1193	11961	41.71	179910580	5.67913	1294	5004	336881	13511.32	17483654	16505	Asia	China
